web-scraper-order,web-scraper-start-url,cat,cat-href,title,title-href,info
"1520656952-321","http://www.cookbooks.com/","Beverages","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Beverages&strSearch=drink%20punch%20slush%20tea","10. SLUSH...FROSTY DRINK","http://www.cookbooks.com/Recipe-Details.aspx?id=1031715","<p class=""H2""><font size=""5"">SLUSH...FROSTY DRINK</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (48 oz.)  can pineapple juice<br>1  large frozen orange concentrate<br>1  large lemonade or fresh juice<br>6  ripe bananas<br>1  qt. water<br>3 1/2  c. white sugar<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In blender, whiz up all but last 2 ingredients.  Boil last 2 ingredients for 5 minutes.  Mix with rest of ingredients and divide into 2 ice cream pails.  Freeze.  When ready to use, add 2 quarts ginger ale to each portion.  Stir well and serve while still frozen.  Serves 30.</p></td></tr></tbody></table>"
"1520657187-426","http://www.cookbooks.com/","Fish","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Fish","10. LOW CHOLESTEROL MARINADE FOR FISH","http://www.cookbooks.com/Recipe-Details.aspx?id=875","<p class=""H2""><font size=""5"">LOW CHOLESTEROL MARINADE FOR FISH</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">  any fresh fish fillets<br>1/2  c. white wine<br>1/4  c. corn oil<br>1/8  tsp. garlic powder<br>1/4  tsp. dried parsley<br>1/8  tsp. pepper<br>  dash of Tabasco sauce<br>  chopped black olives<br>  sliced fresh mushrooms<br>  chopped pimientos<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine the wine, corn oil, garlic powder, parsley, pepper and Tabasco sauce.  Pour over fish in oven pan.  Top with the olives, mushrooms and pimientos.  Let stand in refrigerator for 1 to 2 hours.  Bake fish at 350° for 45 minutes, less if thin pieces, or until fish flakes with fork.</p></td></tr></tbody></table>"
"1520656912-303","http://www.cookbooks.com/","Thanksgiving","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=thanksgiving","13. EVERYDAY THANKSGIVING","http://www.cookbooks.com/Recipe-Details.aspx?id=38113","<p class=""H2""><font size=""5"">EVERYDAY THANKSGIVING</font><br><span class=""H2""><font size=""4""><i>(Slow Cooker)  </i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  turkey breast<br>15  oz. can whole berry cranberry sauce<br>1  envelope dry onion soup mix<br>1/2  c. orange juice<br>1/2  tsp. salt<br>1/4  tsp. pepper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Place turkey in slow cooker. Combine remaining ingredients. Pour over turkey. Cover and cook on low 6 to 8 hours.</p></td></tr></tbody></table>"
"1520657201-433","http://www.cookbooks.com/","Fish","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Fish","3. FISH TOPPED WITH WINE AND VEGETABLES","http://www.cookbooks.com/Recipe-Details.aspx?id=348","<p class=""H2""><font size=""5"">FISH TOPPED WITH WINE AND VEGETABLES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/3  c. bulgur wheat<br>1/2  tsp. instant chicken bouillon granules<br>1/2  c. water, boiling<br>1/2  lb. fresh skinless orange roughy, flounder or pike fillets (about 1/2-inch thick)<br>1/4  tsp. garlic salt<br>1/4  tsp. dried basil, crushed<br>1  c. loose-pack frozen broccoli, baby carrots and water chestnuts or frozen cauliflower, broccoli and carrots<br>1/2  small tomato, chopped<br>2  Tbsp. dry white wine<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine  bulgur  and  bouillon  granules  in a 10 x 6 x 2-inch baking dish and pour boiling water over the top.  Place fish  on top,  tucking under  any  thin edges.  Sprinkle with garlic  salt and basil.  Place frozen vegetables and tomato on top  of  fish; drizzle with wine.  Cover tightly with foil and bake  in  a preheated  450°  oven  for 25 to 30 minutes (fish should flake easily with fork).  Makes 2 servings.</p><p class=""H1"">      Per Serving:  208 Calories, 1 g. Fat, 55 mg.  Cholesterol and 477 mg.  Sodium.</p></td></tr></tbody></table>"
"1520657345-496","http://www.cookbooks.com/","Soup","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Soup","15. CHICKEN SOUP","http://www.cookbooks.com/Recipe-Details.aspx?id=798","<p class=""H2""><font size=""5"">CHICKEN SOUP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  (2 lb.) chicken<br>1  gal. water (approximately)<br>1/2  tsp. black pepper<br>1/2  tsp. salt<br>2  c. chopped celery with leaves<br>1/2  c. chopped onion<br>4  carrots, diced<br>1  can vegetable beef soup<br>1  large or 2 medium potatoes, diced<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook chicken in water until easily removed from bones.  Debone and chop meat.  You will need at least 2 cups of poultry.  Pour water and all remaining ingredients into large Dutch oven or pan. Bring to boil, then simmer until all vegetables are cooked.</p></td></tr></tbody></table>"
"1520656927-310","http://www.cookbooks.com/","Thanksgiving","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=thanksgiving","6. THANKSGIVING CRANBERRY RELISH","http://www.cookbooks.com/Recipe-Details.aspx?id=4134","<p class=""H2""><font size=""5"">THANKSGIVING CRANBERRY RELISH</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 1/2  c. water<br>1 (6 oz.)  pkg. strawberry gelatin<br>1  lb. (16 oz.) fresh cranberries<br>1  medium unpeeled orange, quartered and seeded<br>1  tart apple<br>1  c. chopped celery<br>1  c. chopped pecans<br>1  c. sugar<br>1/2  c. ReaLemon<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In a medium saucepan, bring 1 cup water to a boil; remove from heat.  Add gelatin and sugar; stir until dissolved.  Add ReaLemon and remaining water.  Chill while preparing remaining ingredients.</p><p class=""H1"">      In a food processor or by hand, chop cranberries and orange. Place in a large bowl; stir in chopped apple, celery, nuts and gelatin mixture.  Chill until set in a 6 cup mold or may be served in orange cups.</p></td></tr></tbody></table>"
"1520657224-443","http://www.cookbooks.com/","Chicken","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=chicken","8. CHICKEN YUMMY","http://www.cookbooks.com/Recipe-Details.aspx?id=438","<p class=""H2""><font size=""5"">CHICKEN YUMMY</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  whole chicken breasts<br>6 (1 oz.)  slices Swiss cheese<br>1  can cream of chicken soup<br>1/4  c. water<br>1  box Stove Top stuffing<br>1/3  c. melted butter<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Split, skin and bone chicken; arrange in shallow baking pan. Top each with a piece of cheese.  Stir soup and water together and spoon on top of chicken.  Sprinkle with stuffing and drizzle with butter.  Bake, uncovered, at 350° for 50 minutes.</p></td></tr></tbody></table>"
"1520657485-559","http://www.cookbooks.com/","Dessert","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Dessert","7. AREQUIPE DESSERT","http://www.cookbooks.com/Recipe-Details.aspx?id=1628","<p class=""H2""><font size=""5"">AREQUIPE DESSERT</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  qt. milk<br>2  lb. sugar<br>  pinch of salt<br>1/4  tsp. baking soda<br>2  egg yolks<br>  cinnamon stick<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine ingredients in a saucepan and simmer until thickened. Stir constantly, preferably with a wooden spoon, until you see the saucepan while stirring (4 to 5 hours).  Add the egg yolks and let cook 2 or 3 minutes longer.  Remove cinnamon stick.  Let cool. This recipe must be watched constantly.</p></td></tr></tbody></table>"
"1520657053-366","http://www.cookbooks.com/","Dips","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=dips","10. EQUAL YOGURT FRUIT DIP","http://www.cookbooks.com/Recipe-Details.aspx?id=559","<p class=""H2""><font size=""5"">EQUAL YOGURT FRUIT DIP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (8 oz.)  pkg. low calorie cream cheese, softened<br>1  c. plain low-fat yogurt<br>1  tsp. vanilla<br>1  tsp. grated lemon rind<br>14  packets Equal<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine cream cheese and yogurt.  Blend until smooth.  Stir in remaining ingredients.  Chill.  Serve with fresh fruit.  Makes 2 cups or 8 servings; contains approximately 100 calories per serving.</p></td></tr></tbody></table>"
"1520657216-439","http://www.cookbooks.com/","Chicken","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=chicken","12. QUICK GINGER CHICKEN","http://www.cookbooks.com/Recipe-Details.aspx?id=586","<p class=""H2""><font size=""5"">QUICK GINGER CHICKEN</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  tsp. ground ginger<br>2  Tbsp. honey<br>2  Tbsp. low sodium soy sauce<br>4  boned, skinned chicken breast halves<br>  green onion strips (optional)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine ginger, honey and soy sauce in a small bowl; stir well and set aside.  Place each chicken breast half between 2 sheets of heavy-duty plastic wrap; flatten to 1/4-inch thickness, using a meat mallet or rolling pin.  Coat grill rack with vegetable cooking spray; place on grill over medium hot coals.  Place chicken on rack and cook 4 minutes on each side, basting frequently with soy sauce mixture.  Place chicken on serving platter; garnish with green onion strips, if desired.  Yields 4 servings; contains about 201 calories per chicken breast half.</p></td></tr></tbody></table>"
"1520657640-628","http://www.cookbooks.com/","Appetizers","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Appetizer&strSearch=appetizer%20wing%20dig","9. CHICKEN WING APPETIZERS","http://www.cookbooks.com/Recipe-Details.aspx?id=359398","<p class=""H2""><font size=""5"">CHICKEN WING APPETIZERS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3/4  c. cornflake crumbs<br>1/4  c. grated Parmesan cheese<br>1/4  tsp. garlic salt<br>1 1/2  Tbsp. dried parsley<br>1/3  c. melted butter<br>16  chicken wings<br>  salt and pepper to taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Wash chicken wings, breaking in two at the joints.  Remove tips and keep for soup.  Combine the crumbs and all the dry ingredients.  Dip wing pieces in melted butter and then into the crumb mixture.  Place wings in a single layer on a greased cookie sheet.  Bake uncovered for 18 minutes at 350°.  Serve hot.  Makes 32 appetizers.</p></td></tr></tbody></table>"
"1520657393-518","http://www.cookbooks.com/","Salad","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Salad","3. GLAZED FRUIT SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=321","<p class=""H2""><font size=""5"">GLAZED FRUIT SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (4 oz.)  can chunk pineapple, drained (reserve liquid)<br>1 (3 3/4 oz.)  pkg. vanilla pudding<br>1  can fruits for salad<br>1  can mandarin oranges<br>2  bananas<br>  maraschino cherries (for garnish)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine pineapple juice and vanilla pudding.  Cook over medium heat; stir until it boils.  Remove and let it cool.  Combine fruits and mix in pudding.  Garnish with cherries.  Chill.  Makes 6 cups.</p><p class=""H1"">      Per Serving (1-Cup):  156 Calories, trace of Fat, 0 mg. Cholesterol and 131 mg.  Sodium.</p></td></tr></tbody></table>"
"1520657420-530","http://www.cookbooks.com/","*Member Recipes","http://www.cookbooks.com/recipes-search.aspx?tag=Member","6. Choclate Drink Mix","http://www.cookbooks.com/Recipe-Details.aspx?id=1086417","<p class=""H2""><font size=""5"">Choclate Drink Mix</font><br><span class=""H2""><font size=""4""><i>  </i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""></td><td valign=""middle""><p class=""H1"">Cuisine: American<br></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  (16 oz.) box instant chocolate powder <br>1  (8 qt.) box powdered milk <br>1  (6 oz.) jar powdered cream <br>1/2  c. powdered sugar <br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">Combine all ingredients and mix well. Store in airtight container. To serve: Use 1/3 cup mix to 1 cup hot water.</p><p class=""H1""></p><p class=""H1""></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">notes</span><br><p class=""H1"">   </p><div style=""display:none"">wer54w66sf32re2</div><p></p></td></tr></tbody></table>"
"1520657602-611","http://www.cookbooks.com/","Quick and Easy","http://www.cookbooks.com/recipes-search.aspx?id=1&strSearch=Quick%20Easy","11. A QUICK EASY BARBECUE SAUCE","http://www.cookbooks.com/Recipe-Details.aspx?id=36088","<p class=""H2""><font size=""5"">A QUICK EASY BARBECUE SAUCE</font><br><span class=""H2""><font size=""4""><i>(For Chicken)  </i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/4  c  A-1 Sauce<br>1/4  c catsup<br>1  (16 oz) coke<br>  salt and pepper<br>1  or 2 fryers cut in pieces<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix sauce, pour over chicken pieces in a pan. Cook 1 hour or until tender, at 350 degrees.</p></td></tr></tbody></table>"
"1520657130-401","http://www.cookbooks.com/","Pasta","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=pasta","5. PASTA AND CARBONARA SAUCE","http://www.cookbooks.com/Recipe-Details.aspx?id=663","<p class=""H2""><font size=""5"">PASTA AND CARBONARA SAUCE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  eggs (at room temperature)<br>1/4  c. butter<br>1  lb. fettucini<br>1/4  c. cream<br>7  oz. salami<br>1  c. Parmesan cheese<br>1/4  c. fresh parsley<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Beat eggs and cream until blended.  Cook pasta.  Put cooked pasta in a hot baking dish (250°).  Mix in butter and salami; pour egg mixture over and toss.  Add cheese and parsley.  Serve warm.</p></td></tr></tbody></table>"
"1520657324-487","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","9. SKILLET SWEET POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=365","<p class=""H2""><font size=""5"">SKILLET SWEET POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/sweet-potatoes.jpg"" alt=""SKILLET SWEET POTATOES"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1""></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. sweet potatoes, peeled and sliced*<br>1/2  tsp. finely shredded orange peel<br>1/2  c. orange juice<br>1  Tbsp. molasses or brown sugar<br>1/4  tsp. salt<br>1/4  tsp. ground cinnamon<br>1/8  tsp. ground allspice<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Bring 1 inch of water to a boil in skillet.  Add sweet potatoes; reduce heat, cover and simmer for 20 minutes or until tender.  Drain.  In a small bowl, combine orange peel, orange juice, molasses or brown sugar, salt, cinnamon and allspice and pour over potatoes.  Cook and stir gently until bubbly.  Simmer, uncovered, for 5 minutes or until potatoes are glazed, spooning sauce over potatoes occasionally.  Makes 4 servings.</p><p class=""H1"">      Note:  Can substitute 1 (18 ounce) can sweet potatoes for fresh.  Cut potatoes into 2-inch pieces and place in 1-quart casserole.  Pour sauce over sweet potatoes and bake, uncovered, in a 350° oven about 30 minutes or until heated through and sauce is bubbly.</p><p class=""H1"">      Per Serving:  134 Calories, 0 g. Fat, 0 mg.  Cholesterol and 149 mg.  Sodium.</p></td></tr></tbody></table>"
"1520657090-383","http://www.cookbooks.com/","Breads","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Breads&strSearch=Breads%20Roll%20Pastry","8. NO ROLL PASTRY","http://www.cookbooks.com/Recipe-Details.aspx?id=1072284","<p class=""H2""><font size=""5"">NO ROLL PASTRY</font><br><span class=""H2""><font size=""4""><i>Houston, Texas  </i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/2  c. shortening (Crisco shrinks the least)<br>1 1/2  c. flour<br>1/4  tsp. baking powder<br>4  Tbsp. boiling water<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix the shortening, flour and baking powder well with a pastry blender or fork.  Add boiling water.  Press pastry with hands into a 9-inch pie plate.  Do not pierce.  Use unbaked or bake at 450° until brown.  Makes 2 shells in smaller pans.</p><p class=""H1"">      Variation:  Chocolate pastry:  use 1 c. flour and 1/2 c. cocoa powder with 3 Tbsp. sugar instead of 1 1/2 c. flour.</p><p class=""H1"">      Total prep time:  15 minutes.</p></td></tr></tbody></table>"
"1520656904-300","http://www.cookbooks.com/","Christmas","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=christmas","1. CHRISTMAS GINGERBREAD COOKIES","http://www.cookbooks.com/Recipe-Details.aspx?id=137","<p class=""H2""><font size=""5"">CHRISTMAS GINGERBREAD COOKIES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. shortening<br>1  c. light brown sugar<br>3  eggs, well beaten<br>1 1/2  c. molasses<br>6  c. bread flour<br>1 1/2  Tbsp. ginger<br>2 1/4  tsp. salt<br>1  tsp. cinnamon<br>1 1/2  tsp. soda<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cream shortening and sugar; add eggs and molasses.  Stir dry ingredients together and add.  Chill.  Roll out not too thin.  Bake at 350° until dry, not crisp.  Makes enough dough for many shaped cookies.  Frost, if desired.</p></td></tr></tbody></table>"
"1520657554-590","http://www.cookbooks.com/","Dinner Party","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=party","2. LOW CALORIE PARTY MIX","http://www.cookbooks.com/Recipe-Details.aspx?id=1078","<p class=""H2""><font size=""5"">LOW CALORIE PARTY MIX</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/chex-mix.jpg"" alt=""LOW CALORIE PARTY MIX"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1""></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  tsp. margarine<br>1  Tbsp. Worcestershire sauce<br>1/8  tsp. onion powder<br>1/8  tsp. garlic powder<br>1 1/2  oz. donut shaped cereal (about 1 c.)<br>1 1/2  oz. biscuit shaped cereal (Chex, about 3/4 c.)<br>1  oz. broken pretzels<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Melt oleo with Worcestershire sauce, onion and garlic powder. Stir until combined.  Add cereals and pretzels.  Stir together gently until cereals and pretzels are coated.  Bake in 250° oven for 20 to 25 minutes or until crispy.  Divide into 4 equal servings of 145 calories each.</p><p class=""H1"">      Diabetic or Weight Watchers exchanges are:  1 bread serving, 1 fat serving, 25 optional calories.</p></td></tr></tbody></table>"
"1520656979-333","http://www.cookbooks.com/","Sushi","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=sushi","13. SUSHI SU","http://www.cookbooks.com/Recipe-Details.aspx?id=489377","<p class=""H2""><font size=""5"">SUSHI SU</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. plus 1 Tbsp. plus 1 tsp. sugar<br>1  c. Japanese vinegar<br>1  tsp. ajinomoto<br>2  Tbsp. sea salt (I use Hain sea salt, not to be confused with Hawaiian salt)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">	Combine the ingredients; boil gently until dissolved.</p><p class=""H1"">	For Makizushi:	Su  enough for 4 uncooked American cups of rice and some aside for rolling nori.</p><p class=""H1"">	For Barazushi:	Su  enough for 5 uncooked American cups of rice.</p><p class=""H1"">	Note:  This su can also be used for namasu.</p><p class=""H1"">	Gu  for  Makizushi:  Carrots,  celery, shiitake, unagi, red powdered ebi and egg.</p><p class=""H1"">	Gu  for  Barazushi:  Carrots,  bamboo shoots, shiitake, kamaboko and beans.  Topping:  Eggs and red part of kamaboko.</p></td></tr></tbody></table>"
"1520657541-584","http://www.cookbooks.com/","Dinner Party","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=party","8. PARTY DIP","http://www.cookbooks.com/Recipe-Details.aspx?id=2489","<p class=""H2""><font size=""5"">PARTY DIP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  can Campbell's cream of shrimp soup<br>1 (8 oz.)  pkg. cream cheese, softened<br>1/4  c. finely chopped green pepper<br>2  Tbsp. finely chopped onion<br>  dash of hot pepper sauce<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      With  electric  mixer or rotary beater, gradually blend soup into  cream  cheese.  Beat  just  until  smooth.  Mix in remaining ingredients.  Chill.  Serve  as a dip with crackers or chips. Makes about 2 1/3 cups dip.</p></td></tr></tbody></table>"
