web-scraper-order,web-scraper-start-url,veg,veg-href,page,page-href,title,title-href,info
"1520704328-337","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","19","http://www.cookbooks.com/recipes-search.aspx?page=19","273. BROCCOLI SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=4536","<p class=""H2""><font size=""5"">BROCCOLI SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  head fresh broccoli, chopped<br>1/2  lb. grated cheese<br>1/2  onion, chopped fine<br>1/2  lb. bacon, cooked and crumbled<br>1  c. mayonnaise<br>1/2  c. sugar<br>2  Tbsp. vinegar<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine all ingredients; mix well. This is a simple salad that keeps well. Better if made a day ahead.</p></td></tr></tbody></table>"
"1520704545-417","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","192. ITALIAN GREEN BEANS","http://www.cookbooks.com/Recipe-Details.aspx?id=2577","<p class=""H2""><font size=""5"">ITALIAN GREEN BEANS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. Italian green beans<br>  olive oil<br>1  clove garlic<br>1/4  tsp. oregano<br>  salt and pepper to taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook  beans until partially tender;  drain and sauté in olive oil,  1 clove garlic and oregano.  Add salt and pepper. Cook until tender.</p></td></tr></tbody></table>"
"1520704786-524","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","6","http://www.cookbooks.com/recipes-search.aspx?page=6","85. HERBED CORN-ON-THE-COB","http://www.cookbooks.com/Recipe-Details.aspx?id=1335","<p class=""H2""><font size=""5"">HERBED CORN-ON-THE-COB</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  Tbsp. dried whole dill weed<br>1  Tbsp. water<br>1  clove garlic, minced<br>4 medium  ears frozen corn-on-the-cob<br>1  Tbsp. dried whole thyme<br>1  Tbsp. vegetable oil<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine dill weed, water, garlic, thyme and oil in a small bowl; stir well.  Spread herb mixture over corn and place each ear on a piece of heavy-duty foil; wrap tightly.  Bake at 450° for 25 minutes, turning occasionally.  Yields 4 servings.</p></td></tr></tbody></table>"
"1520704373-356","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","17","http://www.cookbooks.com/recipes-search.aspx?page=17","254. TACO TATER SKINS","http://www.cookbooks.com/Recipe-Details.aspx?id=3984","<p class=""H2""><font size=""5"">TACO TATER SKINS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  large russet potatoes<br>1/2  c. butter or margarine, melted<br>2  Tbsp. taco seasoning<br>1  c. (4 oz.) shredded cheddar cheese<br>15  bacon strips, cooked and crumbled<br>3  green onions, chopped<br>  salsa and/or sour cream, optional<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Bake potatoes at 375° for 1 hour or until tender.  Reduce heat to 350°.  When potatoes are cool enough to handle, cut lengthwise into quarters.  Scoop out pulp, leaving a 1/4 inch shell.  (Save pulp for another use.)   Combine the butter and taco seasoning; brush over both sides of potato skins.  Place skin side down on a greased baking sheet.  Sprinkle with cheese, crumbled bacon and green onions.  Return to oven and bake until cheese is melted, and lightly browned.  Serve with salsa and sour cream, if desired.</p></td></tr></tbody></table>"
"1520704518-405","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","14","http://www.cookbooks.com/recipes-search.aspx?page=14","204. CROCK-POT POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=2589","<p class=""H2""><font size=""5"">CROCK-POT POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  stick oleo<br>1  carton sour cream<br>2  cans Cheddar cheese soup<br>  instant onions to taste<br>6  to 8 medium potatoes (boiled)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Melt oleo in saucepan and add sour cream and soup.  Add instant onions.  Combine with cooked potatoes in crock-pot on low.  Heat for at least 1 hour.  Delicious.</p></td></tr></tbody></table>"
"1520704656-467","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","10","http://www.cookbooks.com/recipes-search.aspx?page=10","142. VEGETABLE RICE","http://www.cookbooks.com/Recipe-Details.aspx?id=1956","<p class=""H2""><font size=""5"">VEGETABLE RICE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. hot cooked rice<br>10 3/4  oz. can condensed cream of mushroom soup<br>1/3  c. catsup<br>2  Tbsp. butter, softened<br>3  green onions with tops, finely chopped (1/4 c.)<br>1  c. shredded American cheese<br>1  c. frozen peas, thawed<br>1  medium green pepper, chopped (2/3 c.)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In 10-inch frypan, combine ingredients.  Cook, uncovered, over medium heat, stirring occasionally, about 15 minutes or until tender.</p></td></tr></tbody></table>"
"1520704505-399","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","14","http://www.cookbooks.com/recipes-search.aspx?page=14","210. GOURMET BAKED ACORN SQUASH","http://www.cookbooks.com/Recipe-Details.aspx?id=2595","<p class=""H2""><font size=""5"">GOURMET BAKED ACORN SQUASH</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  acorn squash, halved and seeded<br>2/3  c. diced celery<br>1 1/2  c. diced, unpeeled apples<br>1/4  c. oleo<br>1 1/2  c. soft bread crumbs<br>1  c. grated cheese<br>1/2  tsp. salt<br>1/8  tsp. pepper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Place squash halves, cut side down, in baking pan in small amount of water.  Bake at 400° for 20 to 30 minutes or until almost tender.  Sauté celery and apples in oleo in skillet for 5 minutes; stir in crumbs, cheese, salt and pepper.  Turn squash halves; fill with apple mixture.  Bake 10 to 15 minutes longer or until squash halves are tender.</p></td></tr></tbody></table>"
"1520704292-321","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","20","http://www.cookbooks.com/recipes-search.aspx?page=20","289. GERMAN POTATO SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=4849","<p class=""H2""><font size=""5"">GERMAN POTATO SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. bacon (save grease in pan)<br>5  lb. potatoes, cooked and cut up<br>1  c. green onion, chopped<br>1  c. celery, chopped<br>1/2  c. sugar<br>1/2  c. water<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cut up and fry bacon; remove bacon from pan.  Add vinegar, sugar and water to grease in pan and bring to boil.  In bowl, put potatoes, bacon, green onions and celery.  Pour juice over potato mixture.  Serve hot.  (Some bacon grease may be removed if too much.)</p></td></tr></tbody></table>"
"1520704288-319","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","20","http://www.cookbooks.com/recipes-search.aspx?page=20","291. BROCCOLI SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=4910","<p class=""H2""><font size=""5"">BROCCOLI SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  bunches broccoli<br>8  oz. toasted sunflower seeds<br>1  lb. bacon, diced and fried crisp<br>1/4  c. chopped sautéed onion<br>1  c. raisins<br>1  c. mayonnaise<br>1/2  c. sugar<br>1  Tbsp. vinegar<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Break broccoli into florets and blanch until tender but still crunchy; cool.  Combine broccoli, sunflower seeds, bacon, onion, and raisins.  In a small bowl mix mayonnaise, sugar, and vinegar together to make dressing.  Pour over the broccoli mixture and toss. Chill at least 30 minutes before serving.</p></td></tr></tbody></table>"
"1520704273-312","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","20","http://www.cookbooks.com/recipes-search.aspx?page=20","298. BROCCOLI SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=5300","<p class=""H2""><font size=""5"">BROCCOLI SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  bunches broccoli<br>1  bunch scallions<br>7  pieces bacon<br>2  c. Cheddar cheese<br>1/4  c. mayo<br>1/4  c. sugar<br>1 1/2  tsp. vinegar<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix mayo, sugar and vinegar. Wash broccoli; cut into pieces. Cut scallions into pieces. Cook bacon; cut into pieces. Mix together. Put cheese and mixture of mayo over top. Mix well.</p></td></tr></tbody></table>"
"1520704562-425","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","184. PINEAPPLE CHEESE BAKE","http://www.cookbooks.com/Recipe-Details.aspx?id=2343","<p class=""H2""><font size=""5"">PINEAPPLE CHEESE BAKE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 (15 1/4 oz.)  cans unsweetened pineapple tidbits, drained<br>1 to 2  c. grated sharp Cheddar cheese<br>3/4  c. sugar<br>4  Tbsp. flour<br>1  stack Ritz crackers, crushed<br>3/4  stick melted butter<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix pineapple, cheese, sugar and flour together.  Pour into a greased baking dish.  Cover top with crushed Ritz crackers.  Pour melted butter over top.  Bake at 350° for 30 minutes.</p></td></tr></tbody></table>"
"1520704539-414","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","195. ASPARAGUS LOAF WITH PECAN SAUCE","http://www.cookbooks.com/Recipe-Details.aspx?id=2580","<p class=""H1"">Could NOT Open Recipe Page Due To:</p>Conversion from type 'DBNull' to type 'String' is not valid."
"1520704526-409","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","14","http://www.cookbooks.com/recipes-search.aspx?page=14","200. HOLIDAY YAM BAKE","http://www.cookbooks.com/Recipe-Details.aspx?id=2585","<p class=""H2""><font size=""5"">HOLIDAY YAM BAKE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (40 oz.)  can yams<br>1 (8 1/2 oz.)  can crushed pineapple and juice or raisins<br>2  Tbsp. light brown sugar<br>2  Tbsp. butter or margarine, melted<br>3  Tbsp. chopped pecans<br>3/4  c. miniature marshmallows<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Drain yams; mash well.  Drain pineapple; reserve juice. Add juice to yams.  Add sugar and butter; beat well.  Stir in pineapple  and  pecans.  Coat  inside of 1 1/2 quart casserole with  Pam.  Spoon  in  mixture.  Bake  for 20 minutes at 350°. Sprinkle  with  marshmallows.  Bake  for  10  minutes  longer. Serves 8.</p></td></tr></tbody></table>"
"1520704303-325","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","19","http://www.cookbooks.com/recipes-search.aspx?page=19","285. HERBED TOMATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=4781","<p class=""H2""><font size=""5"">HERBED TOMATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  tsp. salt<br>1/4  tsp. black pepper<br>1/4  c. snipped chives (can use dried in small amount)<br>1/4  c. tarragon vinegar<br>1/2  tsp. thyme or marjoram<br>1/4  c. finely snipped parsley<br>2/3  c. salad oil<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Peel 6 medium vine ripe firm tomatoes. Place in bowl. Sprinkle with seasonings and herbs. Combine oil and vinegar; pour over. Cover and chill an hour or more, occasionally spooning over dressing. Drain off dressing to serve. Snip over more parsley or chives.</p></td></tr></tbody></table>"
"1520704913-579","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","2","http://www.cookbooks.com/recipes-search.aspx?page=2","30. MICROWAVED CHEESY GRITS","http://www.cookbooks.com/Recipe-Details.aspx?id=624","<p class=""H2""><font size=""5"">MICROWAVED CHEESY GRITS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 2/3  c. water<br>2/3  c. uncooked quick cooking grits<br>4  slices low-fat American cheese<br>1 1/2  tsp. Worcestershire sauce<br>1/8  tsp. Tabasco sauce<br>1/2  tsp. garlic salt<br>  paprika (to sprinkle on top)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine the water and grits in a 2-quart casserole.  Cover with lid or heavy plastic wrap and microwave on High for 4 minutes. Stir, turn and microwave 4 more minutes.  Add cheese (cut into small pieces) and other ingredients.  Microwave on High for 30 seconds; stir, then cook an additional 30 seconds.  Let stand 1 minute; sprinkle paprika on top.  Yields 4 servings, containing 135 calories per serving.</p></td></tr></tbody></table>"
"1520704648-463","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","10","http://www.cookbooks.com/recipes-search.aspx?page=10","146. EL SOMBRERO-CALICO BEANS","http://www.cookbooks.com/Recipe-Details.aspx?id=1960","<p class=""H2""><font size=""5"">EL SOMBRERO-CALICO BEANS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 (1 lb.)  cans pork and beans with tomato sauce<br>1/4  c. chopped green pepper<br>1  c. sliced cucumbers (not peeled)<br>1/4  c. sliced onion<br>2  Tbsp. chopped pimiento<br>1  tsp. garlic puree<br>1  Tbsp. prepared mustard<br>1  Tbsp. brown sugar<br>2  slices bacon, diced<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In casserole, combine pork and beans, green pepper, cucumbers, onion, pimiento, garlic puree, mustard and brown sugar.  Place bacon squares on top.  Bake at 350° for 30 to 40 minutes until bubbly and brown.</p></td></tr></tbody></table>"
"1520704788-525","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","6","http://www.cookbooks.com/recipes-search.aspx?page=6","84. STEAMED TOMATO AND ZUCCHINI","http://www.cookbooks.com/Recipe-Details.aspx?id=1333","<p class=""H2""><font size=""5"">STEAMED TOMATO AND ZUCCHINI</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/2  c. water<br>1  onion, chopped<br>3  tomatoes, chopped<br>6  medium sliced zucchini<br>3  cloves garlic, chopped<br>1 1/2  tsp. salt<br>1/2  tsp. oregano<br>  cayenne to taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Wash and sort pinto beans or use canned kidney beans.  For every 1 cup dried beans placed in saucepan, add 3 cups water. Bring to boil.  Simmer until tender.  Add water as needed.</p></td></tr></tbody></table>"
"1520704586-435","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","174. RED BEANS AND RICE","http://www.cookbooks.com/Recipe-Details.aspx?id=2332","<p class=""H2""><font size=""5"">RED BEANS AND RICE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6 (15 1/2 oz.)  cans red beans (not pinto or kidney)<br>2  medium onions, chopped<br>1  green pepper, seeded and chopped<br>2  ribs celery, chopped<br>3  cloves garlic, minced<br>2  Tbsp. vegetable oil<br>2  Tbsp. dried oregano or to taste<br>1  c. red wine<br>1/4  c. red wine garlic vinegar<br>2  tsp. dried basil<br>  fresh cilantro to taste<br>  dash of celery salt<br>2  to 3 bay leaves<br>2 to 3  tsp. garlic salt or to taste<br>  salt and freshly ground black pepper<br>1  tsp. Tabasco or other hot sauce<br>  water (to cover)<br>1  lb. turkey sausage or kielbasa<br>  cooked rice<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Rinse beans and set aside.  In a large pot over medium heat, sauté onions, pepper, celery and garlic in oil.  Add oregano.  Add drained beans, red wine, red wine vinegar, basil, celery salt, bay leaves, garlic salt, salt, pepper and hot sauce to taste.  Add enough water to cover beans by 1/4-inch and simmer about an hour.</p><p class=""H1"">      Taste and adjust seasonings.  Add sliced sausage to pot. Simmer 2 hours longer and adjust seasonings again, if necessary. Serve with cooked rice.</p></td></tr></tbody></table>"
"1520704489-392","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","15","http://www.cookbooks.com/recipes-search.aspx?page=15","217. MARINATED CARROTS","http://www.cookbooks.com/Recipe-Details.aspx?id=2602","<p class=""H2""><font size=""5"">MARINATED CARROTS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  lb. carrots<br>1  large onion<br>1  green pepper<br>1 (10 oz.)  can tomato soup<br>1  c. sugar<br>1/2  c. oil<br>3/4  c. vinegar<br>1  tsp. salt<br>1/4  tsp. dill weed<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cut carrots into julienne strips.  Cook in small amount of water  until  barely tender;  drain and cool.  Slice onion thinly and cut pepper into strips.  Combine with carrots.  Mix the remaining  ingredients  and  bring  to a boil.  Pour over carrots, onions and peppers.  Chill.</p></td></tr></tbody></table>"
"1520704549-419","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","190. CHICKEN CASSEROLE","http://www.cookbooks.com/Recipe-Details.aspx?id=2570","<p class=""H2""><font size=""5"">CHICKEN CASSEROLE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. rice<br>2  c. sliced, cooked chicken<br>1  can cream of chicken soup<br>1  tsp. lemon juice<br>2  Tbsp. melted butter<br>1/4  c. grated cheese<br>1/2  c. mayonnaise<br>1/4  c. chicken broth (optional)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Boil  rice until done.  Add chicken, soup, lemon juice, butter,  grated  cheese,  mayonnaise  and  chicken broth.  Mix together and bake at 350° for 30 to 40 minutes.</p></td></tr></tbody></table>"
"1520704667-472","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","10","http://www.cookbooks.com/recipes-search.aspx?page=10","137. ZUCCHINI MEXICALI","http://www.cookbooks.com/Recipe-Details.aspx?id=1951","<p class=""H2""><font size=""5"">ZUCCHINI MEXICALI</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  c. sliced, unpeeled zucchini<br>3/4  c. sliced celery<br>1  carrot, grated<br>1/4  c. cooking oil<br>1/4  tsp. basil<br>2  tsp. prepared mustard<br>1  medium onion, sliced<br>1/2  green pepper, cut in strips<br>1/2  tsp. garlic salt<br>1/3  c. taco sauce<br>2  or 3 tomatoes, wedged<br>  pepper<br>  salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Put zucchini, celery, onions, carrots and peppers in skillet with cooking oil.  Cook 5 minutes stirring occasionally.  Add remaining ingredients; salt and pepper to taste.  Cook 4 or 5 minutes longer.</p></td></tr></tbody></table>"
"1520704627-454","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","11","http://www.cookbooks.com/recipes-search.aspx?page=11","155. CHEESE GRITS","http://www.cookbooks.com/Recipe-Details.aspx?id=2253","<p class=""H2""><font size=""5"">CHEESE GRITS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 1/2  c. Quaker Quick grits<br>6  c. water<br>1  lb. Velveeta cheese<br>3  eggs<br>3/4  c. margarine<br>3  tsp. seasoned salt<br>2  tsp. salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cook grits in water over direct heat for 5 minutes.  While hot, add cheese, beaten eggs, margarine and salts.  Put in 3-quart casserole dish.  Bake for 1 hour at 350°.</p></td></tr></tbody></table>"
"1520704356-349","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","18","http://www.cookbooks.com/recipes-search.aspx?page=18","261. ONION PIE","http://www.cookbooks.com/Recipe-Details.aspx?id=4161","<p class=""H2""><font size=""5"">ONION PIE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  prepared pie crust<br>1  lb. sliced onions<br>4 to 6  slices bacon, cooked and crumbled<br>1  Tbsp. butter<br>1  Tbsp. flour or cornstarch<br>1  c. milk<br>3  eggs, well beaten<br>1/4  lb. grated Swiss cheese<br>  salt and pepper to taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Melt butter in pan over low heat. Add sliced onions and cook until soft (not brown). Sprinkle flour over onions and then remove from heat.  Add eggs, bacon and milk to pan. Put in pie crust and sprinkle cheese on top.  Bake 45 minutes in 400° oven.  Serve hot.</p></td></tr></tbody></table>"
